Barangay,City,Province,Postal Code,Barangay Code
Bgy. 5 Pob.,San Miguel,Iloilo,5025,PH32380C
Bgy. 50 - Padang,Legazpi City,Albay,4500,PH22061P
Bgy. 51 - Buyuan,Legazpi City,Albay,4500,PH22061B
Bgy. 52 - Matanag,Legazpi City,Albay,4500,PH22061Y
Bgy. 53 - Bonga,Legazpi City,Albay,4500,PH220619
Bgy. 54 - Mabinit,Legazpi City,Albay,4500,PH22061L
Bgy. 55 - Estanza,Legazpi City,Albay,4500,PH22061G
Bgy. 56 - Taysan,Legazpi City,Albay,4500,PH22061X
Bgy. 57 - Dap-dap,Legazpi City,Albay,4500,PH22061E
Bgy. 58 - Buragwis,Legazpi City,Albay,4500,PH220621
Bgy. 59 - Puro,Legazpi City,Albay,4500,PH22061R
Bgy. 6 - Banadero Pob.,Legazpi City,Albay,4500,PH220612
Bgy. 6 Pob.,San Miguel,Iloilo,5025,PH32380D
Bgy. 60 - Lamba,Legazpi City,Albay,4500,PH220622
Bgy. 61 - Maslog,Legazpi City,Albay,4500,PH22061N
Bgy. 62 - Homapon,Legazpi City,Albay,4500,PH22061J
Bgy. 63 - Mariawa,Legazpi City,Albay,4500,PH22061M
Bgy. 64 - Bagacay,Legazpi City,Albay,4500,PH220602
Bgy. 65 - Imalnod,Legazpi City,Albay,4500,PH22061K
Bgy. 66 - Banquerohan,Legazpi City,Albay,4500,PH220604
Bgy. 67 - Bariis,Legazpi City,Albay,4500,PH220616
Bgy. 68 - San Francisco,Legazpi City,Albay,4500,PH22061T
Bgy. 69 - Buenavista,Legazpi City,Albay,4500,PH22061A
Bgy. 7 - Bano (Pob.),Legazpi City,Albay,4500,PH220613
Bgy. 7 Pob.,San Miguel,Iloilo,5025,PH32380E
Bgy. 70 - Cagbacong,Legazpi City,Albay,4500,PH22061C
Bgy. 8 - Bagumbayan (Pob.),Legazpi City,Albay,4500,PH220614
Bgy. 8 Pob.,San Miguel,Iloilo,5025,PH32380F
Bgy. 9 - Pinaric (Pob.),Legazpi City,Albay,4500,PH220615
Bgy. 9 Pob.,San Miguel,Iloilo,5025,PH32380G
"Bgy. No. 1, San Lorenzo (Pob.)",Laoag City,Ilocos Norte,2900,PH01121Q
"Bgy. No. 10, San Jose (Pob.)",Laoag City,Ilocos Norte,2900,PH01121P
"Bgy. No. 11, Santa Balbina (Pob.)",Laoag City,Ilocos Norte,2900,PH011220
"Bgy. No. 12, San Isidro (Pob.)",Laoag City,Ilocos Norte,2900,PH01121M
"Bgy. No. 13, Nstra. Sra. De Visitacion (Pob.)",Laoag City,Ilocos Norte,2900,PH011219
"Bgy. No. 14, Santo Tomas (Pob.)",Laoag City,Ilocos Norte,2900,PH011226
"Bgy. No. 15, San Guillermo (Pob.)",Laoag City,Ilocos Norte,2900,PH01121L
"Bgy. No. 16, San Jacinto (Pob.)",Laoag City,Ilocos Norte,2900,PH01121N
"Bgy. No. 17, San Francisco (Pob.)",Laoag City,Ilocos Norte,2900,PH01121J
"Bgy. No. 19, Santa Marcela (Pob.)",Laoag City,Ilocos Norte,2900,PH011223
"Bgy. No. 2, Santa Joaquina (Pob.)",Laoag City,Ilocos Norte,2900,PH011222
"Bgy. No. 20, San Miguel (Pob.)",Laoag City,Ilocos Norte,2900,PH01121U
"Bgy. No. 21, San Pedro (Pob.)",Laoag City,Ilocos Norte,2900,PH01121V
"Bgy. No. 22, San Andres (Pob.)",Laoag City,Ilocos Norte,2900,PH01121G
"Bgy. No. 23, San Matias (Pob.)",Laoag City,Ilocos Norte,2900,PH01121T
"Bgy. No. 24, Nstra. Sra. De Consolacion (Pob.)",Laoag City,Ilocos Norte,2900,PH011215
"Bgy. No. 25, Santa Cayetana (Pob.)",Laoag City,Ilocos Norte,2900,PH011221
"Bgy. No. 26, San Marcelino (Pob.)",Laoag City,Ilocos Norte,2900,PH01121R
"Bgy. No. 27, Nstra. Sra. De Soledad (Pob.)",Laoag City,Ilocos Norte,2900,PH011218
"Bgy. No. 28, San Bernardo (Pob.)",Laoag City,Ilocos Norte,2900,PH01121H
"Bgy. No. 29, Santo Tomas (Pob.)",Laoag City,Ilocos Norte,2900,PH011227
"Bgy. No. 3, Nstra. Sra. Del Rosario (Pob.)",Laoag City,Ilocos Norte,2900,PH01121A
"Bgy. No. 30-A, Suyo",Laoag City,Ilocos Norte,2900,PH011228
"Bgy. No. 30-B, Santa Maria",Laoag City,Ilocos Norte,2900,PH011224
"Bgy. No. 31, Talingaan",Laoag City,Ilocos Norte,2900,PH011229
"Bgy. No. 32-A, La Paz East",Laoag City,Ilocos Norte,2900,PH01120U
"Bgy. No. 32-B, La Paz West",Laoag City,Ilocos Norte,2900,PH01120S
Bgy. No. 32-C La Paz East,Laoag City,Ilocos Norte,2900,PH01120Q
"Bgy. No. 33-A, La Paz Proper",Laoag City,Ilocos Norte,2900,PH01120V
"Bgy. No. 33-B, La Paz Proper",Laoag City,Ilocos Norte,2900,PH01120R
"Bgy. No. 34-A, Gabu Norte West",Laoag City,Ilocos Norte,2900,PH01120N
"Bgy. No. 34-B, Gabu Norte East",Laoag City,Ilocos Norte,2900,PH01120M
"Bgy. No. 35, Gabu Sur",Laoag City,Ilocos Norte,2900,PH01120P
"Bgy. No. 36, Araniw",Laoag City,Ilocos Norte,2900,PH011202
"Bgy. No. 37, Calayab",Laoag City,Ilocos Norte,2900,PH01120D
"Bgy. No. 38-A, Mangato East",Laoag City,Ilocos Norte,2900,PH01120Y
"Bgy. No. 38-B, Mangato West",Laoag City,Ilocos Norte,2900,PH01120Z
"Bgy. No. 39, Santa Rosa",Laoag City,Ilocos Norte,2900,PH011225
"Bgy. No. 4, San Guillermo (Pob.)",Laoag City,Ilocos Norte,2900,PH01121K
"Bgy. No. 40, Balatong",Laoag City,Ilocos Norte,2900,PH011206
"Bgy. No. 41, Balacad",Laoag City,Ilocos Norte,2900,PH011205
"Bgy. No. 42, Apaya",Laoag City,Ilocos Norte,2900,PH011201
"Bgy. No. 43, Cavit",Laoag City,Ilocos Norte,2900,PH01120H
"Bgy. No. 44, Zamboanga",Laoag City,Ilocos Norte,2900,PH01122C
"Bgy. No. 45, Tangid",Laoag City,Ilocos Norte,2900,PH01122A
"Bgy. No. 46, Nalbo",Laoag City,Ilocos Norte,2900,PH011212
"Bgy. No. 47, Bengcag",Laoag City,Ilocos Norte,2900,PH011208
"Bgy. No. 48-B, Cabungaan South",Laoag City,Ilocos Norte,2900,PH01120C
"Bgy. No. 49-A, Darayday",Laoag City,Ilocos Norte,2900,PH01120J
"Bgy. No. 49-B, Raraburan",Laoag City,Ilocos Norte,2900,PH01121C
"Bgy. No. 5, San Pedro (Pob.)",Laoag City,Ilocos Norte,2900,PH01121W
"Bgy. No. 50, Buttong",Laoag City,Ilocos Norte,2900,PH011209
"Bgy. No. 51-A, Nangalisan East",Laoag City,Ilocos Norte,2900,PH011213
"Bgy. No. 51-B, Nangalisan West",Laoag City,Ilocos Norte,2900,PH011214
"Bgy. No. 52-A, San Mateo",Laoag City,Ilocos Norte,2900,PH01121S
"Bgy. No. 52-B, Lataag",Laoag City,Ilocos Norte,2900,PH01120W
"Bgy. No. 53, Rioeng",Laoag City,Ilocos Norte,2900,PH01121D
"Bgy. No. 54-A, Lagui-Sail",Laoag City,Ilocos Norte,2900,PH01120T
"Bgy. No. 54-B, Camangaan",Laoag City,Ilocos Norte,2900,PH01120E
"Bgy. No. 55-A, Barit-Pandan",Laoag City,Ilocos Norte,2900,PH011207
"Bgy. No. 55-B, Salet-Bulangon",Laoag City,Ilocos Norte,2900,PH01121E
"Bgy. No. 55-C, Vira",Laoag City,Ilocos Norte,2900,PH01122B
"Bgy. No. 56-A, Bacsil North",Laoag City,Ilocos Norte,2900,PH011203
"Bgy. No. 56-B, Bacsil South",Laoag City,Ilocos Norte,2900,PH011204
"Bgy. No. 57, Pila",Laoag City,Ilocos Norte,2900,PH01121B
"Bgy. No. 58, Casili",Laoag City,Ilocos Norte,2900,PH01120F
"Bgy. No. 59-A, Dibua South",Laoag City,Ilocos Norte,2900,PH01120L
"Bgy. No. 59-B, Dibua North",Laoag City,Ilocos Norte,2900,PH01120K
"Bgy. No. 6, San Agustin (Pob.)",Laoag City,Ilocos Norte,2900,PH01121F
"Bgy. No. 60-A, Caaoacan",Laoag City,Ilocos Norte,2900,PH01120A
"Bgy. No. 60-B, Madiladig",Laoag City,Ilocos Norte,2900,PH01120X
"Bgy. No. 61, Cataban",Laoag City,Ilocos Norte,2900,PH01120G
"Bgy. No. 62-A, Navotas North",Laoag City,Ilocos Norte,2900,PH011210
"Bgy. No. 62-B, Navotas South",Laoag City,Ilocos Norte,2900,PH011211
"Bgy. No. 7-A, Nstra. Sra. De Natividad (Pob.)",Laoag City,Ilocos Norte,2900,PH011216
"Bgy. No. 7-B, Nstra. Sra. De Natividad (Pob.)",Laoag City,Ilocos Norte,2900,PH011217
"Bgy. No. 8, San Vicente (Pob.)",Laoag City,Ilocos Norte,2900,PH01121Y
"Bgy. No. 9, Santa Angela (Pob.)",Laoag City,Ilocos Norte,2900,PH01121Z
Bi-ao,Binalbagan,Negros Occidental,6107,PH330303
Bia-an,Hamtic,Antique,5715,PH290804
Bia-o,Santa Maria,Ilocos Sur,2440,PH022606
Biaan,Mariveles,Bataan,2105,PH11070C
Biabas,Guindulman,Bohol,6310,PH342304
Biabas,Ubay,Bohol,6315,PH344603
Biabe,Madamba,Lanao del Sur,9314,PH691304
Biabi,Bayang,Lanao del Sur,9309,PH690404
Biak-na-Bato,San Miguel,Bulacan,3011,PH122109
Biaknabato,La Castellana,Negros Occidental,6131,PH331701
Biala-an,Pagayawan,Lanao del Sur,9312,PH691904
Bialaan,Bayang,Lanao del Sur,9309,PH690405
Bialong,M'Lang,North Cotabato,9402,PH571002
Bialong,Shariff Aguak (Capital),Maguindanao,9619,PH700702
Biangan,Makilala,North Cotabato,9401,PH570703
Bianuan,Casiguran,Aurora,3204,PH10020K
Biao Escuela,Davao City,Davao del Sur,8000,PH53020E
Biao Guianga,Davao City,Davao del Sur,8000,PH53020F
Biao Joaquin,Davao City,Davao del Sur,8000,PH53020G
Biarong,South Upi,Maguindanao,9603,PH701602
Bias Zabala,Jaro,Leyte,6527,PH401818
Biasong,Loon,Bohol,6327,PH34300B
Biasong,Balamban,Cebu,6041,PH350805
Biasong,Pilar,Cebu,6048,PH353601
Biasong,Talisay City,Cebu,6045,PH35500K
Biasong,Babatngon,Leyte,6520,PH400401
Biasong,Baybay City,Leyte,6521,PH400707
Biasong,San Isidro,Leyte,6535,PH403404
Biasong,Hinunangan,Southern Leyte,6608,PH430305
Biasong,Hinundayan,Southern Leyte,6609,PH430405
Biasong,Libagon,Southern Leyte,6615,PH430501
Biasong,Tomas Oppus,Southern Leyte,6605,PH43180N
Biasong,Lopez Jaena,Misamis Occidental,7208,PH500803
Biasong,Picong,Lanao del Sur,9301,PH693402
Biasong (Pob.),Dipolog City,Zamboanga del Norte,7100,PH44020A
Biasong I,Almagro,Samar,6724,PH420102
Biasong II,Almagro,Samar,6724,PH42010F
Biay,Santa Cruz,Zambales,2213,PH161305
Biayon,Sergio Osmena Sr.,Zamboanga del Norte,7108,PH441404
Bibiclat,Aliaga,Nueva Ecija,3111,PH130102
Bibiclat,Cuyapo,Nueva Ecija,3117,PH130605
Bibilik,Dumalinao,Zamboanga del Sur,7015,PH450506
Bibilop,Midsalip,Zamboanga del Sur,7021,PH451202
Bibincahan,Sorsogon City,Sorsogon,4700,PH271506
Bibirao,Daet (Capital),Camarines Norte,4600,PH230304
Bicahan,Antequera,Bohol,6335,PH340403
Bical,Lal-Lo,Cagayan,3509,PH061605
Bical,Penablanca,Cagayan,3502,PH061904
Bical,Science City of Munoz,Nueva Ecija,3119,PH131704
Bical,Mabalacat City,Pampanga,2010,PH140902
Bical,San Fernando,Camarines Sur,4415,PH243203
Bical,Bulan,Sorsogon,4706,PH27020B
Bical Norte,Bayambang,Pangasinan,2423,PH04110G
Bical Sur,Bayambang,Pangasinan,2423,PH04110H
Bicalen,Presentacion,Camarines Sur,4424,PH242905
Bicao,Carmen,Bohol,6319,PH341202
Bicas-bicas,Buenavista,Marinduque,4904,PH780203
Biclat,San Miguel,Bulacan,3011,PH12210A
Biclatan,General Trias City,Cavite,4107,PH18080B
Bicobian,Divilacan,Isabela,3335,PH071104
Bicok,Tuao,Cagayan,3528,PH062808
Bicos,Rizal,Nueva Ecija,3127,PH132302
Bicud,Lal-Lo,Cagayan,3509,PH061606
Biday,San Fernando City,La Union,2500,PH03140C
Bidbiday,Galimuyod,Ilocos Sur,2709,PH020903
Bidduang,Pamplona,Cagayan,3522,PH061805
Bidlinan,Baybay City,Leyte,6521,PH400708
Biec,Binmaley,Pangasinan,2417,PH041307
Big Banisilon,Tangcal,Lanao del Norte,9220,PH492104
Big Margus,Glan,Sarangani,9517,PH580204
Big Meladoc,Tangcal,Lanao del Norte,9220,PH492105
Biga,Calatagan,Batangas,4215,PH170805
Biga,Lobo,Batangas,4229,PH171505
Biga,Tanza,Cavite,4108,PH182003
Biga,Gumaca,Quezon,4307,PH201307
Biga,Pitogo,Quezon,4308,PH202703
Biga,Magallanes,Sorsogon,4705,PH271007
Biga,Toledo City,Cebu,6038,PH355104
Biga,Giporlos,Eastern Samar,6811,PH390808
Biga,Lugait,Misamis Oriental,9025,PH511603
Biga,Santa Cruz,Marinduque,4902,PH78050B
Biga,Calapan City,Oriental Mindoro,5200,PH800507
Biga,Pola,Oriental Mindoro,5206,PH801005
Biga I,Silang,Cavite,4118,PH181806
Biga II,Silang,Cavite,4118,PH18181K
Biga Occidental,Santo Tomas,Isabela,3327,PH07360Q
Biga Oriental,Santo Tomas,Isabela,3327,PH07360R
Biga-a,Palanas,Masbate,5404,PH261503
Biga-a,Malinao,Aklan,5606,PH281302
Biga-a,Barbaza,Antique,5706,PH290204
Biga-a,Sibalom,Antique,5713,PH291604
Biga-a,La Libertad,Negros Oriental,6213,PH361304
Bigaa,Cabuyao City,Laguna,4025,PH190405
Bigaa,Virac (Capital),Catanduanes,4800,PH251105
Bigaan,Calauag,Quezon,4318,PH20060J
Bigaan,Hinatuan,Surigao del Sur,8310,PH770902
Bigaan,San Teodoro,Oriental Mindoro,5202,PH801301
Bigaas,Calabanga,Camarines Sur,4405,PH240805
Bigain I,San Jose,Batangas,4227,PH172209
Bigain II,San Jose,Batangas,4227,PH17220A
Bigain South,San Jose,Batangas,4227,PH17220Z
Bigajo,Lopez,Quezon,4316,PH20160B
Bigao,Ilagan City,Isabela,3300,PH07140F
Bigao,Daraga,Albay,4501,PH220309
Bigbiga,Santiago,Ilocos Sur,2707,PH022705
Bigbiga,Sudipen,La Union,2520,PH031901
Bigbiga,San Fabian,Pangasinan,2433,PH043305
Bigbiga,Mayantoc,Tarlac,2304,PH150803
Bigke,Leganes,Iloilo,5003,PH322402
Bignay,Lobo,Batangas,4229,PH171506
Bignay,Valenzuela City,Metro Manila,1440,PH612305
Bignay 1,Sariaya,Quezon,4322,PH203704
Bignay 2,Sariaya,Quezon,4322,PH203705
Bigo,Pagbilao,Quezon,4302,PH202305
Bigo,Arteche,Eastern Samar,6822,PH390105
Bigte,Norzagaray,Bulacan,3013,PH121303
Bihis,Santa Teresita,Batangas,4206,PH172702
Bihis,Taal,Batangas,4208,PH172903
Biid,Parang,Sulu,7408,PH710905
Bikal,Caramoan,Camarines Sur,4429,PH241105
Bikal,Libmanan,Camarines Sur,4407,PH24180D
Bikil,Tubungan,Iloilo,5027,PH32430F
Biking,Dauis,Bohol,6339,PH341901
Bil-isan,Panglao,Bohol,6340,PH343301
Bil-loca,Batac City,Ilocos Norte,2906,PH010509
Bila,Sison,Pangasinan,2434,PH044108
Bila,Bokod,Benguet,2605,PH640402
Bila,Bauko,Mountain Province,2621,PH670206
Bilaan (Pob.),Talipao,Sulu,7403,PH711304
Bilabid,Surigao City,Surigao del Norte,8400,PH761908
Bilabila,Sallapadan,Abra,2818,PH622002
Bilad,Camiling,Tarlac,2306,PH150308
Bilangbilangan,Tubigon,Bohol,6329,PH344505
Bilangbilangan Dako,Bien Unido,Bohol,6326,PH344801
Bilangbilangan Diot,Bien Unido,Bohol,6326,PH344802
Bilao,Sapi-An,Capiz,5806,PH301504
Bilaran,Nasugbu,Batangas,4231,PH17190F
Bilay,Butuan City,Agusan del Norte,8600,PH73020H
Bilbao,Rapu-Rapu,Albay,4517,PH221503
Bilet,Kasibu,Nueva Vizcaya,3703,PH080904
Bili,Borbon,Cebu,6008,PH351302
Bilibigao,Claveria,Cagayan,3519,PH061104
Bilibinwang,Agoncillo,Batangas,4211,PH170104
Bilibiran,Binangonan,Rizal,1940,PH210403
Bilibol,Maasin City,Southern Leyte,6600,PH43070C
Biliboy,Ormoc City,Leyte,6541,PH403006
Bilidan,New Lucena,Iloilo,5005,PH323004
Bilis,Burgos,La Union,2510,PH030802
Bilisan,Dimiao,Bohol,6305,PH342008
Bilog,Alfonso,Cavite,4123,PH18010R
Bilog-bilog,Tanauan City,Batangas,4232,PH17310B
Bilogo,Batangas City (Capital),Batangas,4200,PH170508
Bilogo,Taysan,Batangas,4228,PH173202
Bilolo,Orion,Bataan,2102,PH111006
Bilucao,Malvar,Batangas,4233,PH171702
Bilucao,Pitogo,Quezon,4308,PH202704
Bilucao,Sampaloc,Quezon,4329,PH203206
Biluso,Silang,Cavite,4118,PH181807
Bilwang,Kawayan,Biliran,6545,PH380603
Bilwang,Isabel,Leyte,6539,PH401706
Bimmanga,Currimao,Ilocos Norte,2903,PH010803
Bimmanga,Piddig,Ilocos Norte,2912,PH011805
Bimmanga,Tagudin,Ilocos Sur,2714,PH023308
Bimmotobot,Naguilian,La Union,2511,PH03110D
Bimpal,Lamut,Ifugao,3605,PH65050E
Binaba-an Armada,Lambunao,Iloilo,5042,PH32230A
Binaba-an Labayno,Lambunao,Iloilo,5042,PH32230B
Binaba-an Limoso,Lambunao,Iloilo,5042,PH32230C
Binaba-an Portigo,Lambunao,Iloilo,5042,PH32230D
Binaba-an Tirador,Lambunao,Iloilo,5042,PH32230E
Binabag,Bogo City,Cebu,6010,PH351105
Binabag,Pinamungajan,Cebu,6039,PH353703
Binabalian,Bolinao,Pangasinan,2406,PH041403
Binabalian,Candelaria,Zambales,2212,PH160302
Binabaye,Merida,Leyte,6540,PH402901
Binablayan,Tinoc,Ifugao,3609,PH651003
Binacag,Banna,Ilocos Norte,2908,PH01110L
Binacud,Sinait,Ilocos Sur,2733,PH023007
Binag,Lal-Lo,Cagayan,3509,PH061607
Binagasbasan,Garchitorena,Camarines Sur,4428,PH241403
Binagbag,Angat,Bulacan,3012,PH120103
Binagbag,Agdangan,Quezon,4304,PH200101
Binagbangan,Polangui,Albay,4506,PH22140B
Binaguiohan,Escalante City,Negros Occidental,6124,PH330904
Binahaan,Pagbilao,Quezon,4302,PH202306
Binahan Proper,Ragay,Camarines Sur,4410,PH243008
Binahan Upper,Ragay,Camarines Sur,4410,PH243009
Binahian,Sipocot,Camarines Sur,4408,PH243407
Binahian A,Lopez,Quezon,4316,PH20160C
Binahian B,Lopez,Quezon,4316,PH20160D
Binahian C,Lopez,Quezon,4316,PH20160E
Binakalan,Gingoog City,Misamis Oriental,9014,PH510808
Binakas,Lubang,Occidental Mindoro,5109,PH790401
Binakayan-Aplaya,Kawit,Cavite,4104,PH18110F
Binakayan-Kanluran,Kawit,Cavite,4104,PH181101
Binakod,Paombong,Bulacan,3001,PH121601
Binalan,Aparri,Cagayan,3515,PH060503
Binalay,Malasiqui,Pangasinan,2421,PH04240H
Binalay,Tinambac,Camarines Sur,4426,PH243708
Binalay,General Macarthur,Eastern Samar,6805,PH390702
Binalayan,Oras,Eastern Samar,6818,PH391708
Binalayan,Tarangnan,Samar,6704,PH422008
Binalayan East,Maripipi,Biliran,6546,PH380705
Binalayan West,Maripipi,Biliran,6546,PH380704
Binalayangan,Santo Domingo,Ilocos Sur,2729,PH022801
Binalbagan,Canlaon City,Negros Oriental,6223,PH360802
Binalian,Kayapa,Nueva Vizcaya,3708,PH081008
Binaliuan Mayor,Tigbauan,Iloilo,5021,PH32420L
Binaliuan Menor,Tigbauan,Iloilo,5021,PH32420M
Binaliw,Calabanga,Camarines Sur,4405,PH240808
Binaliw,Cebu City,Cebu,6000,PH351709
Binaliw,Danao City,Cebu,6004,PH352303
Binaliw,Calbayog City,Samar,6710,PH42030F
Binaloan,Taft,Eastern Samar,6816,PH392303
Binalud,Alimodian,Iloilo,5028,PH32020B
Binambang,Gumaca,Quezon,4307,PH201308
Binanalan,Santa Rita,Samar,6718,PH421705
Binancian,Asuncion,Davao del Norte,8102,PH520101
Binanderahan,Camalig,Albay,4502,PH220205
Binangbang,Barbaza,Antique,5706,PH290205
Binangbang Centro,Barbaza,Antique,5706,PH290206
Binangga North,Talayan,Maguindanao,9612,PH70150A
Binangga South,Talayan,Maguindanao,9612,PH70150B
Binanggaran,Calbiga,Samar,6715,PH420405
Binangig,Panay,Capiz,5801,PH30090B
Binangkilan,Santa Barbara,Iloilo,5002,PH32400G
Binangonan,Payao,Zamboanga Sibugay,7008,PH46110N
Binanogan,Valderrama,Antique,5703,PH291802
Binanowan,Ligao City,Albay,4504,PH22080C
Binantuan,Panay,Capiz,5801,PH30090C
Binanu-an,Barbaza,Antique,5706,PH290207
Binanua-an,Guimbal,Iloilo,5022,PH321906
Binanua-an,Igbaras,Iloilo,5029,PH322009
Binanuaan,Talisay,Camarines Norte,4602,PH231101
Binanuaanan Grande,Calabanga,Camarines Sur,4405,PH240806
Binanuaanan Pequeno,Calabanga,Camarines Sur,4405,PH240807
Binanuahan,Lagonoy,Camarines Sur,4425,PH241706
Binanuahan,Bato,Catanduanes,4801,PH250305
Binanuahan,Juban,Sorsogon,4703,PH270904
Binanuahan (Pob.),Caramoan,Camarines Sur,4429,PH241106
Binanuahan (Pob.),Pilar,Sorsogon,4714,PH271207
Binanwaanan,Pili (Capital),Camarines Sur,4418,PH242803
Binaobao (Pob.),Bantayan,Cebu,6052,PH350904
Binaobawan,Pilar,Capiz,5804,PH301102
Binaritan,Morong,Bataan,2108,PH110801
Binarsang,Reina Mercedes,Isabela,3303,PH072502
Binarzang,Quirino,Isabela,3321,PH072301
Binasaran,Malibcong,Abra,2820,PH621502
Binasbas,Laak,Davao de Oro,8810,PH560203
Binatagan,Basud,Camarines Norte,4608,PH230103
Binatagan (Pob.),Ligao City,Albay,4504,PH22080D
Binatiklan,Laoang,Northern Samar,6411,PH410807
Binaton,Digos City,Davao del Sur,8002,PH530304
Binatubo,Mahinog,Camiguin,9101,PH480302
Binatug,San Mariano,Isabela,3332,PH073102
Binauganan,Tarlac City,Tarlac,2300,PH15160G
Binawangan,Capalonga,Camarines Norte,4607,PH230202
Binay,San Narciso,Quezon,4313,PH203604
Binay,Palapag,Northern Samar,6421,PH411404
Binay,Magpet,North Cotabato,9404,PH570606
Binayan,Labangan,Zamboanga del Sur,7017,PH450803
Binbinaca,Mayantoc,Tarlac,2304,PH150804
Bincungan,Tagum City,Davao del Norte,8100,PH520802
Binday,San Fabian,Pangasinan,2433,PH043306
Binduyan,Puerto Princesa City,Palawan,5300,PH811609
Bineng,La Trinidad (Capital),Benguet,2601,PH641007
Binga,Mainit,Surigao del Norte,8407,PH760901
Binga,San Vicente,Palawan,5309,PH811902
Bingag,Dauis,Bohol,6339,PH341902
Bingauan,Badiangan,Iloilo,5033,PH32040X
Bingay,Borbon,Cebu,6008,PH351303
Binguang,San Pablo,Isabela,3329,PH073304
Binibihan,Carigara,Leyte,6529,PH401107
Binibitinan,Polillo,Quezon,4339,PH202905
Binicalan,San Luis,Agusan del Sur,8511,PH740909
Binicuil,Kabankalan City,Negros Occidental,6111,PH331502
Biningan,Batac City,Ilocos Norte,2906,PH01050A
Biniray,Katipunan,Zamboanga del Norte,7109,PH440303
Binisitahan del Norte,Magallanes,Sorsogon,4705,PH271009
Binisitahan del Sur,Magallanes,Sorsogon,4705,PH27100A
Binitagan,Binangonan,Rizal,1940,PH210404
Binitayan,Camalig,Albay,4502,PH220206
Binitayan,Daraga,Albay,4501,PH22030A
Binitayan,Malilipot,Albay,4510,PH220901
Binitinan,Balingasag,Misamis Oriental,9005,PH510204
Binlod,Argao,Cebu,6021,PH350506
Binmeckeg,Sison,Pangasinan,2434,PH044109
Binmonton,Mallig,Isabela,3323,PH071902
Binnuangan,Dupax del Norte,Nueva Vizcaya,3706,PH08070C
Bino-ongan,Enrique Villanueva,Siquijor,6230,PH370102
Bino-ongan,Villareal,Samar,6717,PH422102
Binobohan,Guihulngan City,Negros Oriental,6214,PH361105
Binobong,Pili (Capital),Camarines Sur,4418,PH242804
Binobongan,Allacapan,Cagayan,3523,PH060302
Binobucalan,Hinabangan,Samar,6713,PH420802
Binodegahan,Pio Duran,Albay,4516,PH221306
Binogawan,Kasibu,Nueva Vizcaya,3703,PH080905
Binogawan,Calape,Bohol,6328,PH341005
Binogawan,San Policarpo,Eastern Samar,6821,PH392105
Binogsacan Lower,Guinobatan,Albay,4503,PH220405
Binogsacan Upper,Guinobatan,Albay,4503,PH22041A
Binogtungan,Benito Soliven,Isabela,3331,PH070403
Binohangan,Caibiran,Biliran,6548,PH380404
Binolbog,Leon,Iloilo,5026,PH32260J
Binolo,Tanauan,Leyte,6502,PH404009
Binolosan Grande,Calinog,Iloilo,5040,PH32120B
Binolosan Pequeno,Calinog,Iloilo,5040,PH32120C
Binon-an,Batad,Iloilo,5016,PH320905
Binondo,Baganga,Davao Oriental,8204,PH540105
Binongahan,San Agustin,Romblon,5501,PH821102
Binongan,Santo Domingo,Ilocos Sur,2729,PH022802
Binongan,Veruela,Agusan del Sur,8509,PH741301
Binongkalan,Catmon,Cebu,6006,PH351607
Binongto-an,Maripipi,Biliran,6546,PH38070C
Binongto-an,Alangalang,Leyte,6517,PH400204
Binongto-an,Tanauan,Leyte,6502,PH40400A
Binongtoan,Culaba,Biliran,6547,PH380503
Binongtu-an,Basey,Samar,6720,PH42021G
Binoni,Salug,Zamboanga del Norte,7114,PH441303
Binonoan,Infanta,Quezon,4336,PH20140F
Binoongan,Kitaotao,Bukidnon,8716,PH47090Y
Binoongan,Arakan,North Cotabato,9417,PH571804
Binosawan,Rapu-Rapu,Albay,4517,PH221504
Binotong,Alangalang,Leyte,6517,PH400205
Binsang,Pasuquin,Ilocos Norte,2917,PH011702
Bintakay,Mogpog,Marinduque,4901,PH780405
Bintan,Talitay,Maguindanao,9637,PH702001
Bintana,Tangub City,Misamis Occidental,7214,PH501506
Bintangan,Larena,Siquijor,6226,PH370204
Bintawan Norte,Villaverde,Nueva Vizcaya,3710,PH081409
Bintawan Sur,Villaverde,Nueva Vizcaya,3710,PH081401
Bintawlan,South Ubian,Tawi Tawi,7504,PH720603
Bintog,Plaridel,Bulacan,3004,PH121705
Bintuan,Coron,Palawan,5316,PH810902
Binuangan,Bagac,Bataan,2107,PH110203
Binuangan,Obando,Bulacan,3021,PH121401
Binuangan,Sindangan,Zamboanga del Norte,7112,PH441802
Binuangan,Oroquieta City,Misamis Occidental,7207,PH500902
Binuangan,Maco,Davao de Oro,8806,PH560403
Binuangan,Isabela City,Basilan,7300,PH681305
Binuangan,Tubay,Agusan del Norte,8606,PH731101
Binuay,Dimataling,Zamboanga del Sur,7032,PH450304
Binubuhan,Bago City,Negros Occidental,6101,PH330207
Binubusan,Lian,Batangas,4216,PH171303
Binucayan,Loreto,Agusan del Sur,8507,PH740501
Binuclutan,Botolan,Zambales,2202,PH16010R
Binudac,Culion,Palawan,5315,PH812203
Binugao,Davao City,Davao del Sur,8000,PH53020H
Binugusan,San Agustin,Romblon,5501,PH82110A
Binukawan,Bagac,Bataan,2107,PH110204
Binukyahan,Marabut,Samar,6721,PH42100G
